gene_id,Control1_NP,Control2_NP,Control3_NP,Control4_NP,Control1_P,Control2_P,Control3_P,Control4_P,EE1_P,EE2_P,EE3_P,EE4_P
MSTRG.1762,297,246,189,148,125,81,120,442,455,192,118,197
MSTRG.1765,5726,4295,4663,3694,3030,2628,1726,6316,7155,4150,2162,4452
MSTRG.1764,4221,4480,3750,3709,3571,2974,2019,9593,8957,6557,3446,4070
MSTRG.1767,0,0,0,0,0,9,0,0,2,0,0,7
MSTRG.1766,10,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7866,140,148,197,304,211,184,194,832,798,262,221,224
MSTRG.13439,4786,4281,3783,2845,4030,3464,2460,10487,10543,6601,4504,4824
MSTRG.11157,556,711,821,566,628,673,699,1862,1536,1081,569,925
MSTRG.20394,2169,1006,1217,1106,1253,721,845,1486,3746,1116,1001,865
MSTRG.19847,47,76,22,17,74,85,95,286,165,86,33,91
MSTRG.7259,1684,1991,1604,1775,1381,1369,1106,3804,3261,1755,1286,1747
MSTRG.13061,236,187,172,287,133,161,145,297,308,205,108,285
MSTRG.17515,0,0,7,16,29,6,0,24,55,0,0,0
MSTRG.1434,61,45,35,48,31,56,27,118,112,52,46,20
MSTRG.16900,70,83,48,71,36,36,31,116,96,59,47,57
MSTRG.6908,1247,1223,1307,1094,990,872,976,2486,2155,1410,959,1461
MSTRG.15589,262,245,242,265,155,190,166,509,569,445,226,449
MSTRG.15588,32,6,19,0,6,42,19,41,31,22,22,21
MSTRG.12870,1423,1846,879,628,1744,1265,1006,4047,4666,1017,1772,1584
MSTRG.21619,19,35,24,50,67,38,19,153,126,54,38,64
MSTRG.6909,164,136,86,90,69,91,38,292,232,164,93,167
MSTRG.21614,468,289,301,265,264,221,180,562,513,429,306,446
MSTRG.969,101,102,98,53,78,121,65,245,169,50,73,83
MSTRG.15581,278,240,404,252,87,155,173,704,166,195,229,152
MSTRG.15580,903,158,50,41,19,6,29,178,78,28,67,32
MSTRG.15587,8,13,15,5,19,28,10,21,22,16,16,10
MSTRG.15586,4,10,9,4,4,10,7,13,18,7,18,7
MSTRG.15585,8,17,9,13,4,32,5,41,41,0,18,13
MSTRG.18538,1873,1759,1701,1579,1275,1218,989,3065,2737,2085,1413,1661
MSTRG.16058,0,0,4,0,0,18,0,0,0,15,0,0
MSTRG.1439,245,136,198,0,0,0,175,14,35,0,319,0
MSTRG.18528,2867,2737,2551,2093,2056,2062,1868,5225,4994,2834,2456,3096
MSTRG.18529,1223,278,57,19,495,15,284,300,250,21,149,9
MSTRG.9228,923,797,895,664,807,560,535,1532,1422,1013,689,791
MSTRG.9229,1811,1821,1153,1429,1394,938,811,3658,3468,1393,1136,1765
MSTRG.7825,399,767,370,577,256,624,175,1640,4055,184,454,490
MSTRG.9224,14,8,5,0,28,27,20,34,252,11,51,52
MSTRG.18523,510,325,415,276,301,572,302,825,1377,343,465,414
MSTRG.9226,496,426,273,269,409,217,171,702,861,377,273,425
MSTRG.9227,92,74,85,21,67,51,36,179,262,68,65,104
MSTRG.18526,2796,4889,3606,1970,2249,1738,1796,4474,4072,3629,2391,3940
MSTRG.18527,19,24,19,5,5,9,12,23,35,10,13,5
MSTRG.9222,1582,1091,968,976,840,582,613,2084,2243,1268,768,1393
MSTRG.18525,0,2,3,1,0,0,0,0,5,1,0,1
MSTRG.12871,847,913,959,418,933,841,704,2369,2461,1149,882,1029
MSTRG.7827,178,184,173,177,142,167,133,375,357,218,178,277
MSTRG.14368,0,9,3,0,3,0,0,5,12,10,5,6
MSTRG.2150,3839,2569,2546,1474,2794,1521,1141,4261,4390,2573,2004,2716
MSTRG.14364,1800,1513,1374,1320,1509,1721,1288,4138,3621,1838,1407,2191
MSTRG.7820,2671,1889,1513,1253,1398,941,1096,3124,2982,1901,1278,2000
MSTRG.14366,2597,2591,2479,2239,2124,2329,1699,5333,5143,2716,1797,2725
MSTRG.14367,927,960,670,547,754,662,535,1960,1722,801,812,946
MSTRG.16329,3310,2838,2240,2083,2278,1600,1708,4386,4873,2639,2510,2613
MSTRG.14361,601,664,493,488,474,382,347,1259,1105,603,452,681
MSTRG.14362,1850,2258,1621,1334,1293,761,950,3564,3510,1530,1424,1530
MSTRG.7821,1627,1023,878,671,1098,837,789,2622,2546,1243,1131,1007
MSTRG.6900,3806,3168,2962,1979,3092,1973,1561,7564,5837,3038,2490,3558
MSTRG.21650,599,527,522,375,501,359,322,1175,1034,687,476,638
MSTRG.6901,172,152,166,129,69,190,126,303,344,170,185,97
MSTRG.3041,52,44,30,47,55,30,50,113,99,50,31,62
MSTRG.12337,127,95,133,70,56,227,95,304,197,84,98,204
MSTRG.6903,0,0,0,18,0,0,5,21,0,7,0,0
MSTRG.13090,1234,1314,1008,875,923,912,823,2478,2412,1206,822,1265
MSTRG.12331,1,0,0,0,1,1,1,1,3,0,1,1
MSTRG.20551,0,0,0,0,0,10,0,0,0,0,0,0
MSTRG.15175,2002,1895,1579,1294,1502,903,1136,4257,3056,2025,916,1986
MSTRG.5335,784,1042,874,1004,658,625,748,2383,1640,1397,692,859
MSTRG.6905,19,14,10,4,19,76,7,28,12,19,16,14
MSTRG.21651,40,9,23,7,25,0,6,56,20,25,10,22
MSTRG.6217,4654,4080,2708,2919,2272,1582,1419,5939,5794,3294,2273,2723
MSTRG.17767,84,23,28,4,0,11,8,4,20,4,23,13
MSTRG.6418,177,188,229,168,131,125,119,395,428,234,198,220
MSTRG.1379,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6416,1247,1030,1110,1083,979,1049,1089,2720,4241,1191,1342,1700
MSTRG.9596,2929,2227,2062,2052,2115,1498,1030,4821,5107,2223,1405,2009
MSTRG.1374,38,100,66,80,48,80,57,210,323,67,123,112
MSTRG.1375,12,7,14,0,7,10,0,25,12,14,11,5
MSTRG.1372,290,214,201,173,300,384,252,886,1264,383,360,309
MSTRG.1373,2,0,0,0,0,4,5,2,0,1,0,3
MSTRG.6410,11,11,8,33,8,73,13,121,59,25,7,59
MSTRG.1371,305,396,233,312,289,251,197,613,784,352,327,359
MSTRG.14180,63,23,46,7,3,0,6,0,7,0,8,0
MSTRG.14181,2573,1833,2133,1576,1089,1047,633,2640,2266,2069,1374,1233
MSTRG.14182,1002,918,889,725,909,575,618,1671,1583,1240,683,999
MSTRG.14183,3205,2903,2467,2350,2364,1658,1464,5511,4560,2935,2332,2709
MSTRG.14184,1441,1431,1049,969,952,1141,835,2565,2176,1374,1148,1271
MSTRG.14185,1387,852,454,896,625,620,406,2230,1843,656,393,677
MSTRG.14186,1054,805,690,535,1249,1013,911,2317,1806,1408,1136,1300
MSTRG.14187,6760,5293,4624,5072,3259,2828,2406,10427,4404,5796,2367,4616
MSTRG.20693,16865,15278,14473,11233,14355,9595,8342,30672,34286,20572,15593,15177
MSTRG.20692,1099,1379,1099,1120,856,769,834,2386,2008,1484,882,1456
MSTRG.20691,310,281,327,160,225,214,169,672,454,241,155,225
MSTRG.20690,2217,2452,2351,1752,1587,1344,1339,4317,3729,2849,1849,2361
MSTRG.20697,19,31,12,20,7,10,10,28,57,7,8,13
MSTRG.20696,24,21,41,15,16,16,17,28,37,35,38,18
MSTRG.20695,142,109,240,118,148,48,77,249,301,100,104,372
MSTRG.20694,401,93,174,120,108,69,65,361,204,190,94,141
MSTRG.70,2119,2432,1480,2282,2683,1994,1392,6245,6414,2002,2026,2916
MSTRG.4630,1086,1054,925,766,821,662,774,2381,2090,1319,960,906
MSTRG.72,0,0,3,0,0,0,8,7,10,8,16,5
MSTRG.73,59,0,45,0,19,0,8,0,16,0,25,7
MSTRG.74,4,0,0,0,8,0,6,0,0,0,3,0
MSTRG.75,938,875,818,882,692,615,549,1210,1416,848,872,722
MSTRG.76,0,7,0,0,0,3,11,0,6,0,0,0
MSTRG.77,207,121,239,132,121,190,65,316,389,203,160,256
MSTRG.78,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.79,971,698,517,758,1326,1126,734,1273,2173,951,1028,764
MSTRG.2355,0,0,0,0,0,4,0,0,0,0,0,0
MSTRG.8870,2586,2817,2379,2269,1896,1834,1878,5551,5715,2731,2134,2962
MSTRG.14988,1111,951,895,661,948,548,584,1617,1804,954,583,857
MSTRG.14989,0,0,0,0,6,0,0,0,0,0,0,0
MSTRG.10959,348,580,497,16,22,0,372,70,121,12,621,7
MSTRG.10958,3065,2105,2332,3722,1615,1702,1381,5219,4395,2887,1681,3628
MSTRG.16711,24,8,0,10,22,10,11,17,44,26,30,102
MSTRG.10953,40,0,0,0,0,9,0,0,0,0,8,0
MSTRG.14981,860,1306,1195,1555,916,925,809,2818,2218,1161,902,1382
MSTRG.10951,2271,1803,1731,2116,1466,942,995,3160,3381,1769,1233,1654
MSTRG.14983,28,17,14,22,10,14,18,40,44,24,17,33
MSTRG.14984,17,22,12,45,18,9,9,55,30,14,10,25
MSTRG.10956,986,944,868,865,741,707,740,1906,1905,886,905,985
MSTRG.14986,598,191,258,251,296,241,160,904,740,272,238,267
MSTRG.14987,1352,820,842,846,819,952,727,3270,2966,1085,930,1016
MSTRG.3491,0,13,10,0,15,23,12,36,25,15,15,18
MSTRG.13680,619,473,452,479,486,288,401,942,934,521,318,630
MSTRG.20529,14,3,29,19,14,114,9,88,17,21,11,22
MSTRG.20528,10,12,15,0,17,51,0,37,32,9,0,6
MSTRG.3490,68,70,68,36,99,180,69,169,260,130,93,93
MSTRG.20525,267,413,264,297,221,256,214,602,648,457,356,286
MSTRG.20524,724,653,556,433,474,384,366,1171,1307,601,436,683
MSTRG.20527,18,8,19,9,12,45,5,28,0,6,15,4
MSTRG.13531,10,20,24,8,11,10,10,45,38,6,8,13
MSTRG.20521,566,448,754,432,411,298,298,1175,548,1180,379,353
MSTRG.20520,0,0,0,0,0,3,12,2,2,17,2,0
MSTRG.20523,335,251,206,199,128,234,160,437,552,290,220,211
MSTRG.20522,191,97,136,56,262,108,62,603,366,146,193,168
MSTRG.17321,4,0,0,0,0,0,0,19,0,0,0,0
MSTRG.17320,14,10,13,0,0,21,0,16,9,7,7,7
MSTRG.13023,1245,1162,1173,1057,1045,671,936,3428,3146,1369,1083,1270
MSTRG.17322,416,379,249,384,563,435,377,871,1200,964,281,389
MSTRG.13358,527,763,529,416,515,494,328,1211,1157,650,443,586
MSTRG.18644,1508,1386,1754,1654,864,848,854,2818,2306,1399,938,1554
MSTRG.17327,0,7,6,8,0,0,6,49,19,27,0,9
MSTRG.17326,1022,992,1193,791,909,617,724,1720,1766,1224,1018,1325
MSTRG.13354,15,10,27,14,26,51,20,14,34,46,26,18
MSTRG.17328,1749,3928,1593,1467,2297,2732,1706,12218,6944,3917,1906,5071
MSTRG.13604,44,13,15,27,23,35,11,67,14,23,23,14
MSTRG.17986,0,0,0,0,0,8,0,0,0,0,0,0
MSTRG.13350,4,0,0,0,2,25,0,0,0,4,7,0
MSTRG.13351,0,0,0,0,0,13,0,0,0,0,0,0
MSTRG.13352,0,0,0,0,0,68,0,6,14,10,4,9
MSTRG.13353,520,351,337,328,466,238,434,822,857,514,332,390
MSTRG.16050,2399,2699,2606,2244,1878,1499,1343,5025,4105,3020,1742,2467
MSTRG.16051,2641,2603,2099,2031,1711,1522,1507,4668,3890,2619,1584,2805
MSTRG.16052,914,1689,1034,1070,635,639,897,2060,1372,1626,719,1193
MSTRG.16053,27,10,18,20,19,9,20,24,45,14,12,35
MSTRG.16054,2408,2497,2307,2432,1729,1379,1519,5004,4417,2915,1621,2631
MSTRG.19726,446,277,224,231,311,192,124,808,541,304,228,368
MSTRG.19057,9629,9267,8832,9010,6245,3870,4613,14121,12509,8865,4366,8529
MSTRG.16057,38,17,34,31,26,33,28,86,77,34,24,40
MSTRG.19059,417,344,299,314,249,240,267,737,696,337,299,333
MSTRG.16059,13,8,11,10,6,5,8,16,22,4,8,16
MSTRG.12557,20,18,13,15,17,13,9,30,37,24,21,13
MSTRG.12008,0,9,9,10,7,8,10,23,24,6,11,12
MSTRG.1996,2076,2047,1823,1666,1578,1261,1217,3626,3908,2192,1323,2085
MSTRG.1997,511,405,394,373,424,314,338,769,802,601,341,537
MSTRG.12553,1203,1035,1068,746,845,621,592,1931,1936,1410,859,1111
MSTRG.12552,16700,18468,17679,7627,11083,10472,11310,38128,10820,13939,10066,17054
MSTRG.16717,0,0,0,0,0,7,0,4,1,2,0,0
MSTRG.9592,3,0,9,0,0,12,7,6,30,0,0,12
MSTRG.3046,424,427,466,421,297,248,192,747,530,288,371,376
MSTRG.10040,1634,1533,1409,1945,1821,1232,1006,4243,4394,2391,1034,2755
MSTRG.13204,667,176,129,116,379,159,173,234,752,171,206,146
MSTRG.3498,170,218,198,156,133,231,130,487,384,247,220,193
MSTRG.17316,2064,1953,1940,2032,2684,1296,1098,4032,3613,2473,1449,2004
MSTRG.5470,786,806,780,676,667,408,572,1719,1641,1150,513,1014
MSTRG.11045,0,0,0,0,0,22,0,0,0,0,0,0
MSTRG.9499,6,2,4,0,0,0,4,3,0,0,4,0
MSTRG.16805,113,94,281,44,111,40,85,469,426,96,117,123
MSTRG.7239,619,1698,1045,964,899,337,309,1423,1671,907,985,614
MSTRG.7509,5507,4722,4702,3740,4087,3766,3761,11153,10410,5441,4614,5975
MSTRG.7235,289,427,502,250,253,365,427,776,586,759,401,498
MSTRG.2314,3597,2466,2284,2255,2278,1890,1693,5052,5268,3089,2782,2572
MSTRG.7237,1767,1779,1678,1498,2145,1268,1493,3338,5621,2675,2021,2295
MSTRG.7508,25,0,14,0,23,41,22,24,51,10,0,17
MSTRG.7231,9800,10327,11681,9578,7046,4923,4900,17615,14899,11026,6846,9031
MSTRG.7230,595,743,601,797,453,640,690,1117,1155,703,456,770
MSTRG.7233,571,267,257,325,317,338,95,964,1222,393,209,483
MSTRG.2312,2426,2695,1872,1951,1724,1378,1585,4588,4691,2343,1842,2999
MSTRG.17185,1927,2394,2247,1543,1561,1124,1063,3975,2823,2154,1634,1985
MSTRG.17184,13263,8800,8665,7300,9774,7279,6551,20784,25964,13258,10905,11683
MSTRG.17187,480,158,365,98,342,96,189,268,193,257,228,181
MSTRG.17186,11,87,46,0,8,14,32,35,10,0,74,0
MSTRG.17181,35,23,21,33,31,60,13,61,85,38,29,42
MSTRG.17180,45,21,28,19,34,28,16,64,0,16,43,27
MSTRG.17183,379,367,423,326,291,226,309,772,642,526,347,474
MSTRG.17182,1,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5857,0,0,0,0,0,0,8,4,0,0,0,0
MSTRG.5856,1816,1572,1436,1434,1445,1256,1102,3565,3102,2490,1465,1802
MSTRG.5855,1201,979,1068,1083,1079,926,996,2298,2587,1455,1281,1164
MSTRG.5854,1068,968,1096,738,604,813,778,2022,2090,1193,978,1086
MSTRG.17189,55,47,35,26,37,61,27,134,107,55,53,31
MSTRG.17188,2228,2063,1587,1932,1929,1476,1487,3720,3572,2558,1446,2571
MSTRG.5851,4087,3672,2823,4567,2102,2932,2227,8006,4624,3408,1997,5146
MSTRG.5850,374,466,509,370,263,333,370,765,845,474,320,447
MSTRG.16274,1796,1429,1396,1326,1150,1641,933,3459,4687,1112,1730,1490
MSTRG.16275,942,762,937,683,779,634,569,1784,1804,1225,666,906
MSTRG.16276,531,406,449,378,327,321,319,982,946,570,232,367
MSTRG.7056,1473,1375,1325,1047,1045,1020,844,3032,3243,1298,1666,1537
MSTRG.16270,778,477,511,360,588,384,436,1152,1957,511,495,519
MSTRG.16271,580,489,615,525,441,474,348,1215,1519,843,395,722
MSTRG.16272,180,41,26,5,173,117,50,303,441,125,85,121
MSTRG.16273,1,1,0,0,0,0,0,0,0,0,0,0
MSTRG.2023,7,27,28,12,26,0,13,25,24,5,17,25
MSTRG.16278,3052,2840,2640,2084,2134,1799,2258,6020,5796,3647,2648,2971
MSTRG.16279,433,501,572,484,312,302,351,943,902,444,310,519
MSTRG.20715,144,119,82,87,88,123,123,305,336,54,88,143
MSTRG.10042,34123,44353,33079,27437,52519,39041,34213,84443,102212,44017,55938,54437
MSTRG.1303,599,411,443,0,40,0,234,0,59,0,683,22
MSTRG.4145,2088,1927,2143,1806,1869,1464,1639,4131,4294,2418,1817,2319
MSTRG.9839,275,276,259,184,225,214,206,649,509,263,220,263
MSTRG.7076,2733,1772,1773,930,709,682,494,1135,1561,810,526,1101
MSTRG.1302,2818,2599,2103,2028,2341,1633,1925,4583,5227,3017,2223,2323
MSTRG.4142,1931,1731,1735,1361,1690,1282,1376,3701,2702,1806,1440,1900
MSTRG.7500,798,764,715,670,433,463,362,1106,1205,791,366,631
MSTRG.1301,631,323,462,384,367,384,364,773,985,825,795,449
MSTRG.4143,2504,2365,2039,1067,2698,2093,2883,3985,5768,4066,3742,5543
MSTRG.13978,709,827,548,229,933,569,664,938,1752,774,760,809
MSTRG.13979,699,752,808,426,277,460,476,1200,901,573,382,695
MSTRG.1300,402,275,193,389,385,277,273,883,654,475,277,465
MSTRG.9460,1023,1001,1071,953,701,549,514,2224,1856,986,726,1207
MSTRG.13970,1314,1111,1202,921,911,825,633,1895,1960,1045,787,981
MSTRG.13971,303,345,203,87,114,216,88,81,319,118,369,108
MSTRG.13972,25,25,25,9,40,21,12,24,46,11,0,21
MSTRG.13973,6366,4659,3531,3747,5083,3199,3183,11089,8617,5340,3783,4598
MSTRG.13974,199,218,273,157,194,120,186,306,670,190,180,290
MSTRG.18073,2,0,4,0,3,5,2,8,5,1,3,18
MSTRG.13976,165,138,89,76,149,132,78,257,453,87,206,153
MSTRG.8865,79,107,107,82,66,60,102,256,356,86,105,197
MSTRG.14381,0,10,0,0,0,0,0,0,12,0,3,0
MSTRG.9838,654,497,500,367,679,609,493,1343,1755,754,647,565
MSTRG.1305,0,0,0,0,0,10,0,8,6,0,10,0
MSTRG.14341,70,0,0,0,0,9,20,25,0,8,0,4
MSTRG.887,58,0,25,4,0,0,15,34,4,0,0,5
MSTRG.18555,0,0,0,10,0,0,6,0,0,9,0,0
MSTRG.1304,102,91,56,0,0,0,0,0,7,0,88,0
MSTRG.884,2245,1982,1836,1422,1093,988,823,3379,2927,2143,1211,2230
MSTRG.21659,1153,412,916,546,382,690,505,1237,1484,707,819,483
MSTRG.7256,137,213,124,121,107,97,63,355,343,237,123,200
MSTRG.5661,629,522,422,327,294,306,358,1177,845,440,398,368
MSTRG.882,29431,22485,22234,21720,21939,15287,16863,55728,49363,27346,19912,31833
MSTRG.10044,16,10,13,10,0,0,0,9,10,0,0,0
MSTRG.6310,2594,2318,2051,2741,2137,1559,1587,4825,5594,2705,2091,2535
MSTRG.331,251,195,256,196,202,215,161,636,747,330,306,234
MSTRG.18892,82,86,118,73,13,58,50,150,67,61,126,47
MSTRG.18893,1515,1156,1367,1004,921,940,883,2241,2490,1575,939,1154
MSTRG.11585,32,59,40,132,8,14,4,10,14,14,29,42
MSTRG.18891,1706,1424,990,1258,1204,869,742,2306,2721,1414,740,1560
MSTRG.18896,256,166,117,84,158,130,76,288,322,179,158,172
MSTRG.332,616,658,508,605,737,648,482,1844,1525,880,642,639
MSTRG.18894,21777,22640,20163,18608,18807,14549,15987,50567,41933,23687,18947,28010
MSTRG.18895,148,132,100,72,136,98,103,224,213,141,119,146
MSTRG.5664,0,7,0,0,0,9,11,16,0,0,8,0
MSTRG.18898,195,191,210,127,116,159,124,508,270,272,87,256
MSTRG.18899,712,642,572,434,411,582,548,1445,1182,722,606,630
MSTRG.11589,426,225,549,126,197,240,102,640,1029,598,198,194
MSTRG.11588,454,196,343,257,393,218,310,607,626,299,255,234
MSTRG.9848,49,27,50,23,21,11,10,45,28,46,24,20
MSTRG.2904,64,102,42,56,61,94,83,205,214,132,60,118
MSTRG.19283,159,154,95,83,106,103,81,312,256,153,110,139
MSTRG.8010,1766,1703,1675,1651,1279,1305,1469,3184,3237,1922,1523,2080
MSTRG.8011,327,268,231,378,624,543,340,1165,2120,479,687,751
MSTRG.8012,3615,4984,3884,3943,3099,2996,3750,9116,7801,4971,3356,5638
MSTRG.16589,1,10,2,1,14,1,4,39,20,1,4,0
MSTRG.8014,41,39,28,39,67,67,28,114,122,32,28,54
MSTRG.8015,4,27,105,468,77,120,294,9,1223,527,246,74
MSTRG.3044,928,851,602,671,673,668,598,1838,1552,909,651,993
MSTRG.8017,1023,1138,677,493,817,1057,477,1577,2197,575,842,1009
MSTRG.8018,18,10,6,5,0,19,4,14,6,15,0,6
MSTRG.16583,1148,1802,1590,1559,1334,982,986,3484,2869,2303,1232,1727
MSTRG.3048,115,0,18,0,0,0,0,7,7,0,0,0
MSTRG.16581,606,597,376,262,591,459,416,1333,983,625,585,591
MSTRG.16586,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.16587,0,0,0,0,0,0,0,0,4,0,0,0
MSTRG.16584,3331,2702,2870,2134,2248,1960,1692,5677,4943,3076,2289,3007
MSTRG.16585,181,314,216,105,347,263,228,361,576,272,441,259
MSTRG.11059,129,146,133,155,78,77,105,197,394,185,115,124
MSTRG.9760,34,1,10,4,3,9,2,17,9,7,3,2
MSTRG.18098,34,18,38,31,42,140,32,126,27,7,56,17
MSTRG.9762,300,73,87,4,14,4,201,31,73,4,401,3
MSTRG.16719,1867,2040,1627,1518,1639,1288,1424,4697,4138,2233,1766,2307
MSTRG.9764,2364,1352,1193,1287,1582,1002,899,3561,3510,1585,1207,2038
MSTRG.9767,1673,1412,1351,1623,1362,1032,1043,2924,2884,1710,1161,1291
MSTRG.9766,0,6,9,0,0,0,0,2,3,0,9,0
MSTRG.9769,267,264,238,88,190,191,162,413,962,180,236,195
MSTRG.11050,200,236,253,78,121,86,166,226,198,79,291,77
MSTRG.18090,490,577,487,508,313,295,281,889,857,625,397,458
MSTRG.11052,3088,2531,1635,2557,2226,2860,1829,6947,5232,3106,2604,2711
MSTRG.11055,0,0,0,0,0,0,0,2,0,0,0,0
MSTRG.11054,1341,598,711,821,615,244,306,561,920,545,299,488
MSTRG.18094,1142,972,653,641,825,621,641,2494,2402,877,642,1109
MSTRG.11056,8142,6095,6235,3336,5030,3598,3558,10131,12182,5146,3989,5350
MSTRG.5979,2397,1687,2023,1312,2116,1369,1205,4047,4827,1825,1583,2317
MSTRG.9493,0,5,10,0,0,0,0,2,0,0,11,3
MSTRG.1576,531,285,298,325,326,256,184,865,992,315,239,343
MSTRG.1577,593,431,315,350,431,274,187,1035,943,577,428,387
MSTRG.7907,58,49,53,34,49,53,33,143,100,67,67,66
MSTRG.7906,0,0,0,0,5,12,2,0,0,0,7,0
MSTRG.7905,0,0,0,4,0,7,4,9,0,0,3,0
MSTRG.1573,7737,7826,6988,4849,8003,9109,6055,21951,20048,8824,7191,9124
MSTRG.2751,11,8,0,0,0,65,19,33,23,8,9,30
MSTRG.7909,1693,831,484,722,1432,726,456,2654,3445,626,720,1074
MSTRG.7908,2216,2512,1879,1831,1537,1310,1272,3626,3339,2278,1570,2372
MSTRG.1578,2779,2313,1999,1177,1508,769,817,2577,3910,1853,1036,1402
MSTRG.1579,592,478,441,436,500,476,337,993,1005,548,430,508
MSTRG.16718,0,0,22,0,0,0,0,0,6,6,0,6
MSTRG.11420,220,277,366,217,234,227,276,456,408,270,324,305
MSTRG.19285,34,34,29,45,7,38,34,81,78,39,14,24
MSTRG.6315,2879,3734,3713,3466,2244,2344,2428,6803,5955,4030,2295,3824
MSTRG.304,139,108,92,54,152,174,152,346,543,158,296,150
MSTRG.17656,1840,1721,1280,1406,1269,1185,847,3618,3102,1830,1224,1639
MSTRG.5479,211,152,208,124,225,191,108,285,542,247,198,211
MSTRG.14973,106335,95070,71916,70861,66257,78690,47900,295315,145828,171767,71585,141749
MSTRG.3594,199,96,203,21,12,33,59,10,58,0,118,36
MSTRG.3595,1920,1497,1419,1199,1129,802,893,2623,2666,1305,1079,1306
MSTRG.3596,363,459,443,377,358,264,266,799,652,644,215,434
MSTRG.3265,213,274,344,279,273,209,224,646,674,345,177,366
MSTRG.3262,2033,1216,1389,812,1004,582,536,1290,1197,1544,757,631
MSTRG.3591,3250,3239,2030,2944,1713,710,926,2983,2859,3069,871,1957
MSTRG.3592,748,861,680,679,520,604,546,1374,1580,759,598,893
MSTRG.3593,78,78,50,78,49,68,42,173,155,90,63,54
MSTRG.3598,400,311,218,190,264,216,309,664,488,294,429,314
MSTRG.3599,13,27,28,8,3,35,12,38,19,18,29,4
MSTRG.3268,2276,4594,3696,2453,3780,2875,2777,9060,5918,5082,2267,5071
MSTRG.3269,331,280,210,218,291,185,223,718,535,239,381,259
MSTRG.4065,728,641,681,820,551,475,472,1321,1294,715,586,751
MSTRG.4064,24,10,18,10,15,16,11,26,21,7,7,20
MSTRG.4067,2460,1709,1196,625,2462,1193,1195,4301,5632,2347,2370,2027
MSTRG.4066,1146,1117,1070,827,1080,902,615,2564,2656,1324,1090,1208
MSTRG.4061,899,1376,817,718,1122,819,657,2140,2680,764,1233,1442
MSTRG.4060,1547,1393,1259,1200,782,981,709,2488,2343,1336,1086,1463
MSTRG.1688,834,821,831,671,1405,842,374,2905,3049,1012,550,928
MSTRG.1689,0,8,16,7,2,8,3,26,12,5,0,6
MSTRG.1686,950,526,729,633,409,352,290,1179,690,752,334,711
MSTRG.9837,3005,2919,2561,2687,2693,2398,2418,6412,6848,4338,2606,4058
MSTRG.1684,863,638,431,645,475,297,346,1682,1162,453,570,631
MSTRG.1685,1427,1190,1110,1013,714,635,514,2577,2175,920,710,1265
MSTRG.4069,3965,3644,5384,2554,3224,2183,1920,7304,6950,4592,3303,3447
MSTRG.4068,2221,2354,1655,977,3093,2154,1213,5877,5387,2612,3462,2981
MSTRG.1680,60,117,77,61,82,40,50,140,106,59,70,52
MSTRG.1681,1007,1149,867,754,830,488,417,1736,1532,753,714,803
MSTRG.18028,612,634,530,512,276,362,345,1290,1027,640,477,627
MSTRG.71,3,5,9,2,4,0,6,2,17,7,2,0
MSTRG.9907,0,0,0,0,6,5,0,0,0,0,0,0
MSTRG.3617,3,9,0,8,10,15,7,4,6,4,0,0
MSTRG.19287,637,401,344,343,384,320,593,639,348,285,328,134
MSTRG.6317,1020,1108,976,740,989,633,619,2526,1824,1608,742,1498
MSTRG.306,0,0,0,0,0,6,0,0,4,0,0,0
MSTRG.16114,88,47,83,61,91,61,44,161,155,86,78,93
MSTRG.19883,10,0,7,0,3,0,4,7,0,0,17,7
MSTRG.4974,279,187,189,152,127,213,181,486,445,168,244,258
MSTRG.8529,196,410,317,268,320,256,229,543,371,369,304,392
MSTRG.15187,1876,1392,1685,938,788,741,654,1800,1509,1051,864,1116
MSTRG.11550,0,0,5,3,0,17,0,10,24,0,0,0
MSTRG.7182,73,51,96,72,25,180,17,54,93,39,29,58
MSTRG.11273,14162,2393,5221,1176,808,741,663,2289,2201,851,634,1821
MSTRG.301,4,6,21,0,12,5,1,14,18,11,10,12
MSTRG.12959,6,0,0,0,0,0,0,5,15,0,0,14
MSTRG.9831,6,0,0,0,0,3,7,3,9,0,0,0
MSTRG.19486,865,577,364,4079,100,862,531,5299,730,89,369,5487
MSTRG.14444,2221,868,1118,880,996,587,704,2107,2540,1298,876,971
MSTRG.18026,227,168,105,111,100,136,113,163,352,96,118,45
MSTRG.20060,1812,1989,1938,1068,1495,1192,1333,3689,3284,1554,1676,1927
MSTRG.20061,5,0,0,45,9,5,18,0,71,18,69,17
MSTRG.20062,2863,2821,2549,2327,1887,1639,2037,5183,5373,2612,2257,2710
MSTRG.20063,0,0,0,0,0,0,0,0,0,0,0,2
MSTRG.20064,1720,2222,2188,1364,1278,1195,2511,3802,3645,1948,1635,1808
MSTRG.20065,25,0,6,12,14,14,16,39,31,19,13,29
MSTRG.20066,840,948,776,663,723,679,477,1577,1471,987,664,1006
MSTRG.20067,825,812,1051,340,222,304,267,760,841,354,472,463
MSTRG.20068,29,34,115,46,16,137,39,89,46,76,34,52
