gene_id,Control1_NP,Control2_NP,Control3_NP,Control4_NP,Control1_P,Control2_P,Control3_P,Control4_P,EE1_P,EE2_P,EE3_P,EE4_P
MSTRG.7652,58,58,113,53,69,49,43,116,106,85,58,57
MSTRG.7651,31,41,34,38,32,22,33,146,98,47,31,18
MSTRG.7650,71,61,49,47,35,44,45,130,246,59,39,111
MSTRG.21204,772,643,447,517,438,424,312,807,981,539,324,567
MSTRG.7659,113,92,76,0,11,9,35,21,80,36,75,15
MSTRG.7658,1345,773,799,891,588,646,549,1472,1885,798,631,815
MSTRG.21052,352,194,244,227,141,228,177,537,459,210,213,218
MSTRG.21053,47,24,26,24,33,15,30,50,53,31,24,32
MSTRG.21050,10,5,11,8,10,23,11,40,12,12,22,7
MSTRG.21051,139,107,100,99,225,114,137,434,463,157,140,148
MSTRG.21056,3,22,4,3,10,0,6,7,34,20,24,3
MSTRG.17207,664,586,138,166,1057,306,581,649,1462,517,416,544
MSTRG.21054,17,0,12,7,7,116,8,17,43,0,17,22
MSTRG.21055,56,30,27,9,47,32,13,74,58,44,29,13
MSTRG.7040,467,342,333,365,411,492,307,913,1138,546,440,471
MSTRG.21058,12269,3621,5459,6123,9038,19060,17161,13538,28102,6505,3715,5769
MSTRG.21059,393,351,389,446,248,181,321,1008,680,383,246,494
MSTRG.19718,31,29,33,26,25,29,23,77,96,32,34,27
MSTRG.14949,60,108,51,11,15,21,39,25,32,15,143,47
MSTRG.18728,643,366,363,150,235,363,117,301,522,234,215,207
MSTRG.12752,443,306,236,252,383,425,250,1764,1356,626,573,526
MSTRG.12203,1325,1016,891,976,886,676,683,1990,1935,1064,871,941
MSTRG.12202,179,191,137,191,157,93,76,333,422,152,191,171
MSTRG.12205,0,7,0,0,0,8,0,9,0,6,7,7
MSTRG.12756,0,0,0,0,0,7,0,0,0,4,19,0
MSTRG.12207,3888,4323,3847,3598,3942,3234,3351,11196,10217,5749,3555,4666
MSTRG.12754,14,0,12,0,0,3,0,13,14,2,0,6
MSTRG.18720,8742,10126,9182,7587,7054,6909,6880,18615,20037,10649,8125,10217
MSTRG.18721,1036,438,783,318,703,328,330,1479,1828,514,409,616
MSTRG.12759,443,340,365,183,383,284,320,450,774,611,461,908
MSTRG.12758,43,52,58,215,17,17,8,18,38,12,24,25
MSTRG.18724,255,346,262,322,217,283,252,642,671,424,363,481
MSTRG.9942,216,136,186,165,154,108,115,223,422,157,144,193
MSTRG.18726,138,85,71,51,77,91,110,157,340,79,122,96
MSTRG.18727,0,3,0,0,4,0,0,22,14,21,3,3
MSTRG.1922,466,413,450,278,318,202,432,635,978,735,586,463
MSTRG.7042,973,1014,1308,1315,870,741,440,3079,2961,2131,657,1738
MSTRG.17527,1338,1306,1237,912,977,945,937,2503,2640,1228,1131,1286
MSTRG.17526,69,77,136,118,68,120,124,335,367,188,100,148
MSTRG.17525,3090,1770,2166,1722,1665,1219,1252,3953,3695,1921,2806,1978
MSTRG.17524,4682,3829,2036,6439,5061,3799,2019,14211,21889,3238,3266,2780
MSTRG.17523,6,0,0,19,7,10,0,45,35,4,0,0
MSTRG.17522,0,8,0,21,10,0,0,42,52,4,0,0
MSTRG.17521,12,10,0,36,24,16,0,69,63,8,2,6
MSTRG.12033,230,262,212,173,331,252,208,761,706,268,218,373
MSTRG.19985,11,0,12,0,0,10,0,13,17,6,12,7
MSTRG.15046,4509,2991,6396,5649,2894,1005,1685,4160,4304,1979,1362,2457
MSTRG.19710,29,27,28,66,36,43,45,91,147,48,69,49
MSTRG.17529,22,21,22,9,14,14,11,41,276,63,17,67
MSTRG.17528,7487,8979,7266,7080,5910,4888,5054,16711,14395,8526,5940,8972
MSTRG.1917,1415,2016,1659,1454,1035,1203,924,3187,3085,2043,1253,1894
MSTRG.11656,2587,2927,2427,3451,2279,1945,1987,4751,4138,3199,1723,3773
MSTRG.19711,0,6,0,4,0,0,0,0,20,0,11,13
MSTRG.18221,2054,1931,1749,1667,1401,1375,1535,3392,4045,1854,1425,2132
MSTRG.19913,8,12,0,7,8,0,15,39,32,25,9,0
MSTRG.12036,0,0,0,0,0,45,6,0,3,0,0,0
MSTRG.8768,2110,2270,1567,1941,1858,1174,1129,4331,3773,1920,1399,1739
MSTRG.12037,0,0,0,0,0,39,0,0,0,0,7,7
MSTRG.16924,19,17,25,0,17,126,0,20,44,26,17,8
MSTRG.16925,3190,3993,2760,4158,3283,3835,1936,12432,17866,2218,6728,3786
MSTRG.16926,0,1,0,0,0,0,0,0,0,0,0,0
MSTRG.6873,2729,2359,2408,1849,1772,1711,2136,4571,3997,2926,2039,2801
MSTRG.6306,3304,4091,3103,4059,3715,2715,2518,10475,8438,5199,3465,6085
MSTRG.6659,7269,5246,5480,4521,4501,3817,4425,11404,11656,5000,4506,6122
MSTRG.6304,46,28,74,43,79,43,21,80,175,63,67,67
MSTRG.16923,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6878,1301,851,691,893,684,530,537,1516,1707,671,588,984
MSTRG.6879,1,2,2,1,3,0,2,2,3,0,4,1
MSTRG.6308,1890,1539,1191,1465,1545,1098,1070,3109,3045,1621,1134,1955
MSTRG.6309,2395,2201,1765,2102,1900,1504,1414,5148,4219,2914,1699,2973
MSTRG.16928,393,757,461,435,360,352,467,1578,1075,756,564,653
MSTRG.6651,69,80,59,213,85,88,77,248,240,138,329,158
MSTRG.6652,37,17,32,82,37,68,50,214,298,58,102,95
MSTRG.6653,1809,1706,1636,1439,1460,1335,1310,3586,3637,1709,1576,2184
MSTRG.2553,1796,1885,2054,1677,1062,1090,1452,2699,2796,1771,1197,1773
MSTRG.2552,736,943,947,896,567,697,668,1657,1445,972,717,963
MSTRG.2551,1161,1028,938,740,983,759,613,1588,2056,988,996,935
MSTRG.2550,0,0,0,40,16,0,4,34,38,12,110,0
MSTRG.2557,1016,1410,1244,1113,791,828,744,2416,1958,1513,915,1339
MSTRG.2556,29,11,15,0,29,28,0,29,42,20,32,19
MSTRG.2555,827,1064,911,469,481,566,351,1545,1134,1211,736,857
MSTRG.2554,0,0,3,0,3,8,0,0,6,0,0,0
MSTRG.12886,566,1750,1067,1228,849,707,746,2289,2618,1327,1168,1485
MSTRG.14944,24,24,30,0,0,0,0,0,15,0,17,10
MSTRG.2559,2818,1624,1802,750,560,506,625,1673,1570,947,642,666
MSTRG.2558,527,409,358,337,282,240,182,820,722,550,357,369
MSTRG.9763,697,753,730,825,558,415,480,1404,1119,969,515,918
MSTRG.13218,661,568,529,455,548,387,343,1369,779,509,431,659
MSTRG.6435,816,987,1229,1361,1038,681,908,2691,2484,1700,1254,1400
MSTRG.8762,856,162,297,179,77,495,189,630,305,151,161,473
MSTRG.582,1101,931,990,1430,458,522,305,2079,3132,791,468,661
MSTRG.6203,36,0,0,0,10,0,0,0,0,0,4,0
MSTRG.8760,4,5,5,9,8,6,3,3,5,5,5,11
MSTRG.13116,1113,1236,872,812,814,586,700,2367,1870,957,902,932
MSTRG.4961,2476,2318,2028,1961,1838,1630,1427,4838,4238,2368,1788,2031
MSTRG.7451,625,326,393,592,215,180,152,724,732,276,183,383
MSTRG.14945,474,390,313,648,572,483,579,887,958,793,581,813
MSTRG.587,437,396,412,230,416,392,219,796,820,645,586,493
MSTRG.1046,1023,939,975,801,743,970,580,2016,1821,1382,748,1085
MSTRG.13442,69,63,66,78,70,77,84,254,250,71,77,126
MSTRG.8767,498,714,458,637,491,487,506,1388,973,603,459,700
MSTRG.16065,921,969,761,647,722,554,608,1577,1523,973,662,966
MSTRG.13115,99,139,99,247,49,254,16,510,336,98,191,130
MSTRG.20605,86,31,20,68,111,74,85,116,86,70,82,111
MSTRG.6678,571,564,580,542,533,490,537,1842,1300,805,709,708
MSTRG.13329,59,112,122,82,169,182,67,584,513,150,72,230
MSTRG.13112,1938,1388,1309,1271,1013,983,1078,4070,2839,1577,1284,1822
MSTRG.8765,710,331,247,151,153,336,130,458,436,324,262,439
MSTRG.19435,11,32,4,1,3,2,4,57,11,26,2,36
MSTRG.19818,129,102,121,109,89,79,103,287,313,137,94,113
MSTRG.5458,734,649,464,602,716,455,465,1096,1175,753,466,640
MSTRG.1308,940,871,888,1031,755,626,635,2188,2077,1003,844,1179
MSTRG.14946,0,0,0,5,0,0,3,13,9,6,6,5
MSTRG.19661,1514,1869,1388,2457,1027,2356,698,10287,3024,3549,610,4922
MSTRG.13447,196,149,166,136,90,109,122,286,303,160,154,164
MSTRG.9411,36,19,93,49,152,39,42,274,199,133,73,91
MSTRG.16064,41,58,30,28,28,27,30,73,37,43,43,40
MSTRG.13448,632,365,248,281,291,248,256,749,809,396,320,328
MSTRG.16765,1868,2069,1258,1668,1476,1189,1196,3787,3269,1931,1415,1996
MSTRG.10310,3220,3736,4230,3947,2232,2078,1883,8122,5220,3789,2886,3543
MSTRG.10313,13057,13720,10760,11520,10546,7608,7207,23665,21129,15523,9444,12657
MSTRG.7453,1179,1061,605,703,1928,1828,1710,2905,3263,1750,1810,2654
MSTRG.12977,105,99,88,83,44,92,44,192,132,147,104,149
MSTRG.19572,328,245,253,200,271,214,190,710,564,344,212,234
MSTRG.12975,2517,2087,1915,1588,1643,1247,1338,4176,3881,2761,1436,2160
MSTRG.12974,3434,3413,2976,2687,2463,2137,2057,6723,6727,3691,2830,3628
MSTRG.12973,4010,3006,3117,2775,2379,2367,2204,6483,6707,3256,2624,3533
MSTRG.12972,339,229,232,331,412,241,206,986,728,533,297,407
MSTRG.12971,0,2,3,0,0,0,0,0,0,0,3,0
MSTRG.12970,4221,3489,3462,3095,2885,2728,2525,7563,8073,3739,3190,4236
MSTRG.7795,3404,2085,2585,2348,1204,1021,1206,2585,3296,2440,1140,1364
MSTRG.19570,115,55,42,28,79,34,48,135,198,43,60,54
MSTRG.12979,1750,1628,1537,1893,741,938,752,3303,2281,2266,1456,1722
MSTRG.12978,87,108,103,95,114,101,44,190,181,140,91,157
MSTRG.19571,9,12,33,39,15,7,29,51,25,63,27,73
MSTRG.13118,6,0,0,6,0,0,18,0,21,0,12,0
MSTRG.11259,0,16,25,15,8,7,10,28,43,24,13,19
MSTRG.11258,1278,1319,1166,880,1051,642,722,2359,2046,1521,899,1265
MSTRG.11257,1163,818,809,674,940,665,653,2028,1984,911,831,1072
MSTRG.11256,7,4,15,25,9,20,5,11,35,14,15,16
MSTRG.11255,1917,2116,1815,1833,1765,1391,1337,3430,4498,2254,1539,2145
MSTRG.11254,0,0,0,0,0,30,0,0,0,0,0,4
MSTRG.11253,668,729,1258,730,436,625,498,2121,1489,1626,544,802
MSTRG.11252,85,65,41,0,0,0,22,4,4,0,57,4
MSTRG.11251,4,13,2,0,0,26,9,8,8,0,6,0
MSTRG.11250,68,28,15,0,0,0,10,13,16,0,36,0
MSTRG.17343,3,0,4,3,0,0,2,5,7,0,2,1
MSTRG.19574,8,18,4,19,8,4,6,22,10,10,6,0
MSTRG.12796,2531,2188,2399,2204,1035,744,811,1924,2509,1490,738,1611
MSTRG.16620,0,0,0,0,0,9,0,0,0,0,0,0
MSTRG.16066,2531,3114,2794,2627,2025,1415,1432,4627,4311,3295,2055,2688
MSTRG.12247,189,117,128,99,76,75,39,236,221,98,68,106
MSTRG.212,2269,421,884,886,153,786,854,8974,609,1253,951,2987
MSTRG.17340,310,154,207,98,37,90,59,78,537,89,133,105
MSTRG.12435,207,249,278,165,119,199,178,326,393,288,224,230
MSTRG.657,0,0,0,0,0,8,0,0,0,0,2,0
MSTRG.17711,2082,1652,1242,2389,2357,1889,1313,5580,9176,2129,2997,2007
MSTRG.13848,2146,1975,1397,2167,2405,1872,1296,3826,4608,2878,1838,3300
MSTRG.19578,81,56,37,36,23,33,8,50,80,23,35,21
MSTRG.12792,192,75,89,55,54,64,124,309,250,129,69,93
MSTRG.4229,2784,3933,3528,3271,3496,2556,2505,6274,6158,3845,3303,2927
MSTRG.4228,511,604,574,514,489,435,517,1329,1285,881,478,784
MSTRG.12791,635,406,377,355,293,358,497,1234,1045,610,428,404
MSTRG.10243,452,379,516,403,460,655,418,933,1605,819,432,1001
MSTRG.4223,35,52,33,27,27,27,29,75,24,55,18,23
MSTRG.4222,2585,2198,1824,1811,2363,1796,1560,5122,7781,2809,2162,3032
MSTRG.4221,750,794,712,745,605,618,787,1764,1650,1136,792,971
MSTRG.12242,286,56,149,48,120,130,73,225,267,130,71,159
MSTRG.4227,57,21,11,26,10,6,21,36,32,2,25,14
MSTRG.16760,1053,995,1192,1047,771,764,636,1847,1902,1137,788,1107
MSTRG.4225,415,549,536,438,304,273,320,864,975,664,395,435
MSTRG.6206,5311,5014,3320,2425,2091,2013,2172,7386,5253,3291,2509,4005
MSTRG.211,1121,1040,758,913,806,596,779,2035,1614,1121,785,1079
MSTRG.13660,137,141,112,106,57,94,41,204,198,124,102,124
MSTRG.19156,899,504,645,302,979,658,748,1882,2551,979,956,866
MSTRG.16629,58,81,115,43,76,26,86,1169,102,260,128,37
MSTRG.13661,300,278,194,157,194,166,171,373,498,164,283,160
MSTRG.16628,4339,4388,3693,3683,5028,3889,2078,11680,14081,3296,5984,2920
MSTRG.12888,15242,11403,11432,8791,11942,8775,7752,25830,32626,17488,14187,14057
MSTRG.13846,1880,2156,1571,1558,1467,1411,1172,3808,3887,1814,1603,2186
MSTRG.8568,6763,4284,4516,3929,5222,3998,3711,11676,13791,6749,5312,6192
MSTRG.8569,5234,4752,4171,5306,4534,3669,3318,10904,11905,5566,3705,6402
MSTRG.219,2581,3141,3145,2797,2234,2819,1389,9343,5589,3276,2093,3711
MSTRG.218,459,352,389,246,213,196,143,495,713,202,254,381
MSTRG.749,0,0,0,0,0,38,0,0,0,0,0,0
MSTRG.2978,47,10,6,49,51,5,18,30,43,0,16,0
MSTRG.745,93,120,75,69,131,73,33,235,127,74,83,107
MSTRG.8561,18,29,49,22,13,13,0,9,14,0,7,11
MSTRG.2977,376,317,251,275,338,261,203,727,687,331,255,255
MSTRG.8563,2591,2862,2361,2496,2218,1873,1645,6684,6567,3953,1624,3110
MSTRG.8564,1503,1882,1805,1978,2372,1533,1362,3552,4380,2234,1420,2152
MSTRG.2970,0,0,0,3,0,0,0,0,11,0,3,0
MSTRG.2973,742,501,273,573,370,708,383,1016,919,837,390,730
MSTRG.2972,649,806,572,854,574,563,472,1386,866,1161,567,1271
MSTRG.4641,1796,1210,1195,1168,993,997,870,2519,2752,1019,1000,1286
MSTRG.15318,13,15,15,11,21,8,10,7,14,3,12,9
MSTRG.15319,322,265,213,260,238,171,194,481,514,381,198,262
MSTRG.13666,3249,2328,2455,1624,923,1052,730,3977,3749,1836,977,1585
MSTRG.7457,383,495,427,280,313,436,543,1134,941,426,396,553
MSTRG.15312,27,10,25,12,82,19,12,30,27,17,15,9
MSTRG.15313,439,359,292,234,313,211,263,540,707,459,341,347
MSTRG.15310,18,8,11,14,12,11,14,45,48,11,10,33
MSTRG.13667,6182,5958,4115,3860,3657,2116,1613,8188,8798,2882,2197,4588
MSTRG.15316,450,523,589,472,374,437,264,897,1047,526,374,556
MSTRG.15317,551,616,544,600,460,381,353,1175,1203,816,448,865
MSTRG.15314,2,6,3,2,1,4,0,9,5,2,11,0
MSTRG.17596,659,625,733,653,539,503,383,1438,1229,966,491,893
MSTRG.14834,215,198,261,167,167,128,156,399,332,253,243,198
MSTRG.4642,1411,959,912,722,614,506,1014,1652,1660,945,784,1066
MSTRG.9969,132,87,107,122,62,49,75,194,205,86,100,111
MSTRG.9968,1083,816,796,1063,716,537,518,1792,1640,875,736,901
MSTRG.9967,123,105,96,59,68,54,67,136,148,98,87,59
MSTRG.9966,1741,1491,1232,1039,1256,1096,888,3047,2528,1653,1520,1591
MSTRG.9965,1962,1343,1563,926,1208,1333,950,3902,3599,2189,1590,1841
MSTRG.9964,3283,3449,3124,3722,2164,1909,1837,6201,5784,2896,1953,3430
MSTRG.9963,1106,553,391,406,512,226,300,861,941,482,500,515
MSTRG.9962,0,7,0,0,3,6,0,12,5,22,7,0
MSTRG.9961,106,105,90,55,116,92,49,215,313,118,78,36
MSTRG.9960,1551,1503,1206,1350,1153,954,822,2764,2708,1676,991,1614
MSTRG.10864,238,319,177,155,237,145,136,271,323,262,154,221
MSTRG.7456,1073,1176,1106,927,782,776,941,2106,2180,1351,922,1243
MSTRG.10863,597,549,467,315,374,322,306,1112,918,455,210,554
MSTRG.9142,1307,850,1024,943,685,391,751,1599,1665,1155,685,800
MSTRG.10862,680,774,687,824,749,529,552,1789,1534,851,648,1090
MSTRG.15482,61,36,64,2,2,0,25,6,22,2,93,0
MSTRG.3070,303,278,197,172,226,135,122,569,528,321,147,166
MSTRG.14832,3324,3067,1697,11436,929,1837,1248,2887,2619,1785,1468,8134
MSTRG.20869,899,399,517,436,424,361,319,1291,1442,472,501,554
MSTRG.11936,734,549,537,485,854,638,451,1754,1856,1142,751,977
MSTRG.216,1911,1557,1964,516,240,418,476,1164,1101,582,614,316
MSTRG.10860,2727,2484,2055,2133,1933,1576,1706,4284,4111,2707,1920,3155
MSTRG.10664,57,46,35,30,28,33,26,67,86,54,39,26
MSTRG.15480,10,10,9,13,11,12,6,15,0,17,8,0
MSTRG.11937,1002,1563,1201,1155,1199,809,744,2952,2975,1664,1099,1288
MSTRG.15481,1371,703,1161,129,128,133,459,98,478,211,1193,147
MSTRG.1324,128143,251703,132347,147121,150900,101566,87359,537570,194379,331127,128076,256562
MSTRG.5652,2045,1961,1289,2140,1594,1881,838,5781,5964,1079,2438,1381
MSTRG.15954,8,0,0,2,0,3,0,2,5,1,9,4
MSTRG.11935,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15955,7,8,0,0,0,4,8,4,10,4,8,3
MSTRG.1778,2155,750,1762,2439,1323,806,745,3555,1543,1782,719,890
MSTRG.1779,1647,1612,1192,1328,1407,1029,1157,3348,3010,1321,1149,1694
MSTRG.15484,830,730,633,506,796,672,695,1998,1558,1059,652,1026
MSTRG.14745,859,740,867,634,683,1038,550,2240,2796,927,899,956
MSTRG.1772,11357,7305,7510,5218,5752,5733,3561,15467,20006,6808,6760,9135
MSTRG.1773,273,135,155,150,120,125,122,307,350,171,122,149
MSTRG.1770,91,81,60,70,72,89,68,182,217,186,85,135
MSTRG.1771,2886,3403,2536,3080,3165,2554,2349,8397,6653,3811,2807,4398
MSTRG.1776,4402,3178,3491,2407,3001,2870,3131,8234,8182,3677,3637,4561
MSTRG.1777,5214,3719,3261,3170,3192,2486,2425,8215,7006,4164,2920,4261
MSTRG.1774,3616,1870,1965,1965,2147,1937,1245,4980,4304,2194,1826,2581
MSTRG.1775,4464,2533,2538,2733,2536,1418,1407,6538,4558,3192,1887,3580
MSTRG.20860,19,5,12,8,11,6,13,19,5,10,9,10
MSTRG.21639,2052,2017,1654,1480,1507,1406,1308,4035,3742,1878,1724,2093
MSTRG.17262,0,10,5,0,10,0,7,14,20,4,0,4
MSTRG.10337,983,1162,1123,1036,840,793,838,2442,2202,1319,912,1460
MSTRG.20645,3383,2241,2019,1607,1820,1619,2133,4483,5407,2833,1920,2333
MSTRG.2078,8513,5572,5810,4840,4160,2946,3607,7596,8378,4979,2545,7213
MSTRG.20862,310,298,337,306,272,233,223,599,690,271,237,398
MSTRG.2079,6,7,11,5,9,7,7,14,15,2,18,7
MSTRG.12641,4,5,4,10,0,27,6,4,6,10,13,5
MSTRG.6671,2203,2007,2943,2187,1876,1594,1745,3868,4861,1803,1583,2350
MSTRG.21609,1762,1793,1829,1597,1589,1432,1338,3627,4609,1996,1803,1919
MSTRG.21608,608,692,1026,922,725,670,468,2015,1950,924,968,853
MSTRG.21607,11,15,4,23,9,9,11,31,26,22,11,14
MSTRG.20864,15,14,16,6,4,5,10,9,21,16,13,16
MSTRG.21605,21,6,0,0,6,5,0,12,15,3,0,3
MSTRG.21604,15,8,0,0,7,8,0,2,16,4,0,6
MSTRG.21603,46,21,0,2,21,3,4,32,74,16,2,9
MSTRG.21602,6,25,30,4,8,9,2,53,27,12,13,8
MSTRG.21601,22,72,213,52,37,64,19,412,112,46,64,22
MSTRG.10189,2359,1952,1759,1968,1566,1167,909,3738,2734,1967,1225,1809
MSTRG.9219,646,537,518,533,486,314,293,1147,1120,592,355,713
MSTRG.9218,1514,1570,1240,1259,999,825,762,2731,2508,1470,922,1466
MSTRG.12642,7,17,11,0,24,53,13,48,41,13,22,13
MSTRG.20642,55,74,43,66,25,76,20,103,116,62,56,107
MSTRG.7555,33,27,15,24,14,20,6,21,21,9,16,20
MSTRG.9211,123,130,152,134,147,100,98,279,285,179,118,171
MSTRG.9210,2632,2654,2279,2410,1786,1763,1711,5133,4582,3281,1681,2980
MSTRG.9213,2248,1744,1421,1479,1716,1081,1044,4100,3842,1822,1539,2010
MSTRG.9212,12158,12026,9477,8875,7125,5167,6259,18385,15665,10142,6357,10334
MSTRG.9215,128,37,56,90,68,52,38,94,94,41,72,30
MSTRG.2076,0,0,6,0,0,0,0,0,0,0,4,0
MSTRG.9217,0,0,0,0,4,11,0,0,0,0,3,0
MSTRG.9216,0,0,0,0,0,71,0,0,0,0,22,8
MSTRG.18535,4,4,3,0,4,7,0,6,0,0,0,0
MSTRG.18534,9,0,7,3,9,32,0,12,15,0,0,3
MSTRG.18537,450,316,190,162,127,154,125,391,334,219,185,134
MSTRG.7557,222,208,156,267,133,225,77,418,402,268,145,233
MSTRG.18531,599,515,553,291,696,512,489,2252,2554,793,657,972
MSTRG.18530,156,231,170,98,229,161,129,261,178,258,173,157
MSTRG.14379,759,697,618,557,575,619,475,1295,1468,892,638,804
MSTRG.18532,20,24,17,16,14,10,7,40,33,26,25,20
MSTRG.14377,75,87,44,45,58,16,54,142,107,42,53,71
MSTRG.14376,9994,13143,6771,6887,7276,4516,8590,14831,15585,7680,5886,9624
MSTRG.14375,0,0,5,0,0,0,0,9,7,0,2,0
MSTRG.6129,2232,2899,2393,2139,1765,1366,1563,4021,3656,2337,1534,2657
MSTRG.18539,522,300,458,270,80,95,124,451,412,119,152,326
MSTRG.14372,7729,5816,5408,2847,1083,1684,1519,4101,3292,1306,2738,2046
MSTRG.14371,366,427,416,224,163,233,175,379,645,307,185,284
MSTRG.7551,0,1,0,1,1,1,1,1,1,1,1,1
MSTRG.17264,1946,2450,1680,1354,1541,1302,919,3870,3131,2347,1402,2081
MSTRG.12649,53,51,33,56,141,36,37,130,143,60,68,66
MSTRG.19667,0,5,0,0,0,8,0,10,0,0,0,0
MSTRG.9366,507,785,594,574,409,368,419,1185,1190,686,565,673
MSTRG.7552,1462,1602,1213,1432,1069,1038,987,2656,2767,1597,1018,1399
MSTRG.13304,872,975,961,685,781,591,540,1861,1867,1053,751,869
MSTRG.12648,9,22,5,23,2,32,14,904,20,10,3,116
MSTRG.18225,11,18,14,26,18,0,9,37,55,53,23,15
MSTRG.7553,2847,2837,2230,2639,2007,1721,1755,5514,5369,2995,1977,3038
MSTRG.6124,11,18,9,13,17,5,0,16,12,11,0,12
MSTRG.9360,10,19,10,20,15,12,21,33,39,25,9,0
MSTRG.3653,340,282,271,235,266,322,226,757,595,296,245,403
MSTRG.18675,28,22,20,22,26,16,5,46,68,11,13,21
MSTRG.18227,644,621,692,412,463,314,540,1150,1445,684,657,590
MSTRG.11713,994,781,872,760,536,445,540,1634,1603,826,559,910
MSTRG.18672,0,0,0,0,0,62,0,0,6,0,11,3
MSTRG.9362,7,27,17,7,39,18,4,9,15,25,24,20
MSTRG.8603,648,561,425,483,471,414,336,1269,1197,783,438,660
MSTRG.6123,21657,16975,14008,11811,13615,9564,8970,38581,29538,16090,9765,15786
MSTRG.18229,161,110,98,111,77,90,91,258,357,139,131,102
MSTRG.1309,56,78,109,77,105,119,122,171,260,136,48,69
MSTRG.2709,364,256,425,368,225,339,188,734,459,252,282,323
MSTRG.12540,233,171,201,171,119,111,105,250,291,127,99,141
MSTRG.18228,1802,1879,1082,1144,1135,958,1495,4116,3274,1588,1197,1192
MSTRG.6463,23,39,14,44,25,21,16,25,62,46,27,59
MSTRG.11716,560,552,469,625,425,312,516,1070,1057,739,466,680
MSTRG.6461,95,53,41,142,33,73,47,139,178,126,98,195
MSTRG.18671,0,0,0,0,0,37,0,0,0,0,11,2
MSTRG.1307,3,0,0,0,0,15,0,0,0,0,0,0
MSTRG.1306,2,0,0,2,0,10,0,0,4,0,0,0
MSTRG.6465,15,11,12,26,6,13,50,83,24,19,14,17
MSTRG.6464,697,558,254,294,423,369,430,1113,1164,515,491,571
MSTRG.14193,0,0,2,0,3,0,5,10,0,3,0,0
MSTRG.14192,16,14,5,11,16,16,13,16,21,0,4,16
MSTRG.6147,1679,1633,1639,1559,1177,1195,1148,4048,3104,1502,1366,1851
MSTRG.14190,1589,723,571,250,940,1394,758,890,1782,1011,553,636
MSTRG.14197,3,0,3,0,0,12,0,5,6,0,0,0
MSTRG.14196,0,4,4,0,5,0,7,8,8,5,0,0
MSTRG.14195,0,6,6,0,5,4,9,22,9,6,6,0
MSTRG.14194,10,6,6,4,0,14,6,18,9,7,0,0
MSTRG.9369,1,0,0,0,0,0,0,2,0,1,0,2
MSTRG.14199,1706,1227,1026,1050,1176,871,993,2777,2850,1530,1000,1384
MSTRG.14198,660,629,445,547,484,397,279,1229,962,688,466,592
MSTRG.5613,322,326,484,269,177,329,143,1074,863,434,364,300
MSTRG.1175,447,468,317,877,200,338,158,1462,1745,274,320,247
MSTRG.7950,222,145,169,100,106,94,85,441,304,157,125,137
MSTRG.948,831,1028,836,869,662,594,417,1982,1856,897,492,1529
MSTRG.89,286067,211573,162282,127118,197560,109837,136348,408945,419564,197790,161385,194715
MSTRG.88,5199,6361,4115,4631,5037,4203,3301,13122,15027,5365,6676,6505
MSTRG.7951,99,74,101,53,83,62,86,271,194,98,68,62
MSTRG.85,1673,1143,988,1187,932,841,680,1953,1920,1238,1011,1267
MSTRG.84,6893,3032,3581,3634,3140,3089,2035,7948,8035,2984,3261,3474
MSTRG.87,9378,7963,7188,5810,11062,7599,7366,29793,33117,13347,12911,14679
MSTRG.86,382,599,755,0,20,0,309,13,63,0,895,0
MSTRG.81,215,188,184,132,163,104,133,441,446,250,123,244
MSTRG.80,991,835,808,666,736,584,573,1756,1655,945,817,956
MSTRG.83,6260,6473,4428,4695,3305,3288,3802,11468,9616,6425,4611,6009
MSTRG.82,1774,1013,800,1279,1469,940,1165,3438,2434,1654,1052,1851
MSTRG.10056,321,400,474,202,222,302,154,584,552,486,215,342
MSTRG.1506,0,0,13,7,0,0,6,14,20,5,0,0
MSTRG.5345,176,83,146,132,128,82,129,272,304,189,117,113
MSTRG.10057,0,0,4,0,0,1549,4,2,4,0,145,10
MSTRG.2706,1812,1827,1783,1413,1152,799,783,3233,2671,1635,1214,1626
MSTRG.17267,86,23,26,0,3,0,0,0,0,0,7,5
MSTRG.5344,1566,1065,672,652,1193,849,708,4690,3641,1787,899,1461
MSTRG.14577,1458,1387,1066,1047,1025,1003,874,2714,2564,1381,1087,1324
MSTRG.6611,313,257,307,245,257,229,187,534,488,394,226,350
MSTRG.2707,36336,31978,22999,30112,30433,35956,15139,78757,109700,23709,42984,28698
MSTRG.14999,139,64,80,107,73,131,44,197,224,141,84,108
MSTRG.10055,271,184,216,47,220,223,241,310,376,252,210,200
MSTRG.6799,398,446,365,277,429,293,380,942,1507,504,556,422
MSTRG.2704,909,1095,1197,1343,715,586,849,2103,1549,1593,724,1032
MSTRG.2080,30,37,42,20,11,93,24,52,61,21,48,20
MSTRG.14993,1070,868,779,552,701,579,535,1507,1725,966,610,912
MSTRG.14992,27645,18052,13519,13612,18535,13672,11571,38480,39990,17708,11644,16714
MSTRG.14991,7,8,0,6,4,0,6,17,8,6,2,5
MSTRG.14990,482,455,543,349,381,298,271,1007,1490,479,339,395
MSTRG.6791,2304,2339,1950,1732,1583,1378,826,5292,4786,1430,1621,1822
